,Company,Level,Location,Salary,Title
39,"        Technical Management Resources, Inc.",senior_level,"Alexandria, VA 22311 (Alexandria Wrest area)",70000,Data Scientist
40,        CACI,senior_level,"Lanham, MD",70000,Senior Data Analyst
41,        Vissat Solutions,senior_level,"Hunt Valley, MD",70000,Data Analyst/Data Modeler - US Citizen Clearance Required
42,        Teksouth Corporation,senior_level,"Tysons, VA 22182",70000,Data Analytics (Active Secret Clearance)
43,        Booz Allen Hamilton,senior_level,"Washington, DC 20250 (South West area)",70000,"Data Analyst/General Management Consultant, Lead"
44,        SAIC,senior_level,"Woodlawn, MD",70000,Senior Data Analyst - Tableau
45,        Salient CRGT,senior_level,"Washington, DC 20003 (Capitol Hill area)",70000,Data Scientist 7411
46,        Systems Planning and Analysis,senior_level,"Washington, DC",70000,CD18-479: Program Analyst
47,        General Dynamics Mission Systems,senior_level,"Washington, DC",70000,Data Scientist
48,        NextGen Healthcare,senior_level,"Washington, DC",70000,Sr. Analyst II
49,        White and Partners,senior_level,"Washington, DC 20005 (Logan Circle area)",70000,Senior Analyst
50,        Engility,,,,Senior Data Analyst - Tableau
51,        Softrams,,,,Sr. Data Analyst
52,        General Dynamics Information Technology,,,,Asset/Procurement Management Analyst
53,"        Pivotal Insight, LLC",,,,Senior Quantitative Analyst
54,        Booz Allen Hamilton,,,,"Operations Research Analyst, Senior"
55,"        Akima, LLC",,,,Sr. Data Analyst
56,        CACI,,,,Strategic Planning Analyst
0,        Guidehouse,entry_level,"Washington, DC 20003 (Capitol Hill area)",75000,Data Analyst - Experienced Associate
1,        Nestle USA,entry_level,"Washington, DC",75000,Digital Data Analyst
2,        Guidehouse,entry_level,"Alexandria, VA",75000,BI Data Management Analyst
3,        PCAOB,entry_level,"Washington, DC",75000,Research Analyst
4,"        ShadowObjects, LLC",entry_level,"Quantico, VA",75000,Acquisition Data Analyst
5,        Education Week,entry_level,"Washington, DC",75000,Digital Analyst
6,        National Geospatial-Intelligence Agency,entry_level,"Washington, DC 20036 (Downtown area)",75000,Data Analyst - Pay Band 3
7,        Deloitte,entry_level,"Woodlawn, MD",75000,"Analyst, Strategy and Research"
8,        Government of the District of Columbia,entry_level,"Washington, DC",75000,Program Analyst
9,        The KWO,entry_level,"Washington, DC",75000,Data Curation Analyst
10,        Government of the District of Columbia,entry_level,"Washington, DC 20003 (Capitol Hill area)",75000,Investigative Analyst
11,        JCTM,entry_level,"Washington, DC",75000,Data Analyst
12,        The Soter Group,entry_level,"Oaks, MD",75000,Data Analyst
13,        Uber,entry_level,"Washington, DC",75000,"Data Analyst II, Strategy & Planning"
14,        US Department of Health And Human Services,entry_level,"Washington, DC",75000,Public Health Analyst
15,        Guidehouse,entry_level,"Washington, DC",75000,Data Analyst - Associate
16,        Avila Trading,entry_level,"Washington, DC 20022 (Brentwood area)",75000,Data Analayst
17,        Child and Family Services Agency,entry_level,"Montgomery County, MD",75000,Management Analyst
18,        Central Intelligence Agency,entry_level,"Washington, DC",75000,Human Resources Analyst
19,        9th Way Solutions,entry_level,"Washington, DC",75000,Data Analyst
20,        US Department of Health And Human Services,entry_level,"Washington, DC",75000,Program Analyst
21,        US Department of Transportation,entry_level,"Washington, DC 20006 (Foggy Bottom area)",75000,Program Analyst
22,        US Department of Health And Human Services,entry_level,"Arlington, VA 22201 (Lyon Village area)",75000,Management Analyst
23,        Fannie Mae,entry_level,"Washington, DC 20002 (Capitol Hill area)",75000,Analyst I - Capital Markets Risk
24,        US Department of Health And Human Services,entry_level,"Bethesda, MD",75000,IRB Analyst
25,        Central Intelligence Agency,entry_level,"Washington, DC 20005 (Logan Circle area)",75000,Data Scientist
26,        U.S. Federal Government,entry_level,"Arlington, VA",75000,Senior Social Impact Analyst
27,        BlueLabs Analytics,entry_level,"Washington, DC 20004 (Downtown area)",75000,DATA ANALYST
28,        Ignyte Group,entry_level,"Washington, DC",75000,Business Analyst
29,        Inspire,entry_level,"Baltimore, MD",75000,Data Analyst
30,        General Dynamics Information Technology,entry_level,"Washington, DC",75000,Data Analyst - Splunk
31,        JPG Infotech LLC,entry_level,"Washington, DC 20036 (Downtown area)",75000,Clinical Data Analyst
32,Data Trust,entry_level,"Washington, DC",75000,Political Business Intelligence Analyst
33,        Booz Allen Hamilton,entry_level,"Washington, DC",75000,"Data Analyst, Junior"
34,        US Department of Energy,entry_level,"Washington, DC 20037 (Foggy Bottom area)",75000,Operations Research Analyst
35,        Facebook,entry_level,"McLean, VA",75000,Privacy Risk Analyst
36,        Apkudo,entry_level,"Washington, DC",75000,Data Analyst
37,        U.S. Federal Government,entry_level,"Washington, DC",75000,Budget Analyst
38,        Frontier Strategy Group,entry_level,"Washington, DC 20036 (Downtown area)",75000,"Client Services Associate, Latin America"
39,        Optoro,entry_level,"Fort Meade, MD",75000,Data Analyst
40,        Booz Allen Hamilton,entry_level,"Alexandria, VA 22314 (Southwest Quadrant area)",75000,Data Scientist
41,        Atlantic Media,entry_level,"Alexandria, VA",75000,Public Policy Research Analyst
42,"        IQlogg, Inc",entry_level,"Washington, DC",75000,Data Analyst
43,"        Techflow, Inc.",entry_level,"Washington, DC",75000,Data Analyst
44,        Guidehouse,entry_level,"Washington, DC 20036 (Downtown area)",75000,Data Analyst - Experienced Associate
45,        Concourse Federal Group,entry_level,"Arlington, VA 22202 (Aurora Highlands area)",75000,Revit/AutoCAD/LiDAR Scanning Analyst
46,        National Security Agency,entry_level,"Washington, DC 20036 (Downtown area)",75000,Signals Analyst
47,        Tios Capital,entry_level,"Arlington, VA",75000,Junior Quant Analyst
48,        Booz Allen Hamilton,entry_level,"Washington, DC 20005 (Logan Circle area)",75000,Business Analyst
49,        Government of the District of Columbia,entry_level,"Washington, DC 20004 (Downtown area)",75000,OSSE: Financial Programs Analyst
50,        PCAOB,,,,Research Analyst
51,        EAB,,,,"Data Integration Analyst (Full Time, Starting Summer 2019)"
52,        Boulevard Consulting Group,,,,Junior Data Analyst
53,        Ankura Consulting Group,,,,Q/A Analyst
54,        Booz Allen Hamilton,,,,Data Analyst
55,        IMTAS,,,,Data Analyst/Architect
56,        US Department of Energy,,,,International Affairs Policy Analyst
0,        Summit Technologies LLC,mid_level,"Washington, DC",75000,Business Analyst
1,        St. Michael's Inc.,mid_level,"Washington, DC",75000,DLA EDT Enterprise Data Analyst
2,        The HSC Health Care System,mid_level,"Washington, DC 20037 (Foggy Bottom area)",75000,Junior Data Developer Analyst
3,        9th Way Solutions,mid_level,"Rockville, MD",75000,Data Scientist (Junior Level)
4,        9th Way Solutions,mid_level,"Upper Marlboro, MD",75000,Research Analyst (Junior Level)
5,        The George Washington University Hospital,mid_level,"Washington, DC 20001 (Shaw area)",75000,DATA ANALYST/SPECIALIST - Admitting (Full Time)
6,        Montgomery County Government,mid_level,"Washington, DC",75000,Performance Management and Data Analyst I/II/III (CountyStat...
7,        Prince George's County Public Schools,mid_level,"Washington, DC",75000,Management Analyst
8,        AARP,mid_level,"Springfield, VA",75000,Operations Analyst
9,        9th Way Solutions,mid_level,"Washington, DC",75000,Quality Assurance Analyst (Junior Level)
10,        9th Way Solutions,mid_level,"Falls Church, VA 22041",75000,IT Analyst (Junior Level)
11,        Wisdom Group,mid_level,"Washington, DC",75000,Data Analyst
12,        Curve IT Consulting,mid_level,"Woodlawn, MD",75000,Data Analyst
13,        Northrop Grumman,mid_level,"Washington, DC",75000,"Data Insight Analyst, People Analytics"
14,        American Institutes for Research,mid_level,"Washington, DC 20044 (Downtown area)",75000,Data Reporting Analyst
15,        Halfaker and Associates,mid_level,"Washington, DC",75000,Junior Data Analyst
16,        9th Way Solutions,mid_level,"Fairfax, VA 22030",75000,Data Scientist (Mid-Level)
17,        AECOM,mid_level,"Washington, DC 20036 (Downtown area)",75000,Data Systems Analyst
18,        9th Way Solutions,mid_level,"Washington, DC",75000,Research Analyst (Mid-Level)
19,        Fairfax County Government,mid_level,"Woodlawn, MD",75000,Program Analyst (Management Analyst III)
20,        Virtual Enterprise Architects,mid_level,"Baltimore, MD",75000,Data Analyst
21,        9th Way Solutions,mid_level,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",75000,Quality Assurance Analyst (Mid-Level)
22,        Halfaker and Associates,mid_level,"Washington, DC",75000,Data Analyst
23,        T. Rowe Price,mid_level,"Clinton, MD 20735",75000,Equity Data Insights Analyst
24,"        DevTech Systems, Inc.",mid_level,"Washington, DC",75000,Data Curation Specialist/ Analyst
25,        9th Way Solutions,mid_level,"Washington, DC 20037 (Foggy Bottom area)",75000,IT Analyst (Mid-Level)
26,        Piper Companies,mid_level,"Washington, DC",75000,Data Analyst
27,        Outreach Process Partners,mid_level,"Washington, DC",75000,Research Data Analyst/Statistician
28,        The Urban Institute,mid_level,"Washington, DC 20022 (Brentwood area)",75000,Research Analyst (Center on Education Data and Policy)
29,        Risk Solutions,mid_level,"Rosslyn, VA",75000,Data Analyst - LNSSI
30,        The Ambit Group,mid_level,"Laurel, MD 20707",75000,Data Analyst
31,        Fannie Mae,mid_level,"Gaithersburg, MD 20879",75000,Operations Analyst II
32,        Mount Airey Group,mid_level,"Washington, DC",75000,Data Analyst
33,        WSSC,mid_level,"Washington, DC",75000,Management Analyst
34,        Montgomery County Government,mid_level,"Washington, DC",75000,"Performance Management and Data Analyst, II Grade 25"
35,        The Brookings Institution,mid_level,"Alexandria, VA",75000,"Research Analyst, CUE (Job ID: 2019-1972)"
36,        Federal Reserve Board of Governors,mid_level,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",75000,Data Governance Analyst - Office of the Chief Data Officer
37,        American Institutes for Research,mid_level,"Washington, DC 20005 (Logan Circle area)",75000,Data Analyst II
38,        InnovaSystems International,mid_level,"Arlington, VA 22202 (Aurora Highlands area)",75000,Data Analyst I
39,"        DevTech Systems, Inc.",mid_level,"Germantown, MD",75000,Economic Data Analyst
40,        FON Advisors,mid_level,"Fort Meade, MD",75000,Data Analyst
41,        DURAMTECH,mid_level,"Washington, DC 20001 (Shaw area)",75000,Data Analyst
42,        Ace Technologies,mid_level,"Washington, DC",75000,Data Analyst
43,        National Security Agency,mid_level,"Washington, DC 20005 (Logan Circle area)",75000,Operations Researcher Analyst
44,        General Electric,mid_level,"Sterling, VA",75000,Data Scientist
45,        The HSC Health Care System,mid_level,"Washington, DC 20005 (Logan Circle area)",75000,Junior Data Developer Analyst
46,        CACI,mid_level,"Reston, VA",75000,Data Analyst
47,"        Incept Data Solutions, Inc",mid_level,"Washington, DC",75000,Business Data Analyst
48,        Municipal Securities Rulemaking Board,mid_level,"Washington, DC",75000,Data Analyst
49,        comScore,mid_level,"Falls Church, VA",75000,Associate Data Analyst
50,        Federal Reserve Board of Governors,,,,Business Analyst - Research & Statistics
51,        Sehlke Consulting LLC,,,,Data Analyst (Req. 061418.01-N15)
52,        quantumtechinc,,,,Business Analyst
53,"        G2SF, INC.",,,,Data Analyst
54,        Exelon Corporation,,,,Business Analyst
55,        Kratos Defense,,,,Financial/Budget Analyst
0,        Guidehouse,senior_level,"Washington, DC",75000,Data Analyst - Senior Associate
1,        Vissat Solutions,senior_level,"Fort Meade, MD",75000,Data Analyst/Data Modeler - US Citizen Clearance Required
2,        Chameleon Integrated Services,senior_level,"Washington, DC 20005 (Logan Circle area)",75000,Enterprise Systems Analyst
3,        Interos,senior_level,"Washington, DC",75000,Senior Data Analyst
4,        National Security Agency,senior_level,"Arlington, VA",75000,Intelligence Analyst
5,        Dantech Corporation,senior_level,"Washington, DC",75000,"Senior Data Architect (576247) // US or GC // DC, MD, or VA..."
6,        CRL Technologies,senior_level,"Arlington, VA 22203 (Bluemont area)",75000,Senior Program Analyst
7,        9th Way Solutions,senior_level,"Washington, DC",75000,Research Analyst (Senior)
8,        National Security Agency,senior_level,"Washington, DC",75000,Intelligence Analyst
9,        Blue State Digital,senior_level,"Washington, DC 20004 (Downtown area)",75000,"Senior Analyst, Data Strategy"
10,        iSolutions,senior_level,"Washington, DC 20024 (South West area)",75000,Senior Data Analyst
11,"        CALIBRE Systems, Inc.",senior_level,"McLean, VA 22107",75000,Data Analyst
12,        9th Way Solutions,senior_level,"Falls Church, VA 22041",75000,IT Analyst (Senior)
13,        Interos,senior_level,"Rockville, MD 20850",75000,Senior Data Analyst
14,        9th Way Solutions,senior_level,"McLean, VA",75000,Data Scientist (Senior)
15,"        TWCS, LLC",senior_level,"Washington, DC 20001 (Shaw area)",75000,Counterintelligence Analyst
16,        JP Morgan Chase,senior_level,"Washington, DC",75000,JPMorgan Chase Institute- Outreach Senior Analyst
17,"        MELE Associates, Inc.",senior_level,"Washington, DC",75000,Program Analyst
18,        Capital One,senior_level,"Rosslyn, VA",75000,Senior Data Analyst
19,        Northrop Grumman,senior_level,"Washington, DC 20001 (Shaw area)",75000,"Competitive Intelligence Analyst, People Analytics"
20,        Kaiser Permanente,senior_level,"Largo, MD",75000,"Analyst, Senior Data Reporting & Analytics"
